Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C4577,P312,Category_6,97.19,2023-12-27
C3633,P159,Category_2,332.47,2023-04-04
C3887,P164,Category_4,248.8,2023-08-16
C0581,P140,Category_5,196.38,2023-09-25
C4878,P493,Category_10,153.62,2023-02-02
C1442,P191,Category_4,474.05,2023-06-29
C1077,P318,Category_8,256.51,2023-02-20
C3322,P177,Category_9,282.82,2023-04-14
C4989,P420,Category_6,474.88,2023-09-11
C4649,P129,Category_1,328.67,2023-05-22
C3699,P129,Category_1,479.14,2023-01-05
C0539,P342,Category_9,57.65,2023-06-20
C4517,P332,Category_6,424.09,2023-07-31
C3417,P270,Category_9,171.03,2023-05-25
C4733,P418,Category_4,406.19,2023-03-29
C3643,P411,Category_5,428.54,2023-03-23
C2955,P132,Category_5,139.39,2023-06-19
C1387,P447,Category_6,207.37,2023-09-29
C1551,P430,Category_5,364.38,2023-03-18
C2248,P015,Category_4,54.03,2023-03-12
C1543,P017,Category_9,378.99,2023-09-24
C4783,P464,Category_2,59.68,2023-02-07
C1118,P083,Category_6,457.66,2023-10-25
C2311,P100,Category_3,141.79,2023-11-12
C3605,P054,Category_10,289.92,2023-06-10
C0297,P055,Category_4,62.99,2023-01-25
C1217,P430,Category_5,138.4,2023-12-10
C2023,P293,Category_10,204.96,2023-06-02
C0952,P159,Category_2,246.09,2023-12-06
C1069,P345,Category_5,5.03,2023-12-20
C4829,P029,Category_3,444.88,2023-02-01
C4657,P155,Category_10,8.8,2023-01-21
C0996,P227,Category_7,387.97,2023-09-05
C2132,P320,Category_2,237.94,2023-11-21
C0800,P291,Category_3,264.32,2023-03-31
C4174,P104,Category_5,108.09,2023-03-13
C2423,P290,Category_2,305.65,2023-07-09
C0794,P058,Category_4,270.93,2023-01-04
C4838,P367,Category_1,86.3,2023-08-07
C3699,P016,Category_4,122.87,2023-12-16
C1452,P455,Category_5,38.12,2023-06-01
C0524,P038,Category_7,37.81,2023-08-01
C4733,P442,Category_1,11.82,2023-11-08
C1829,P407,Category_3,114.13,2023-06-02
C3746,P330,Category_5,341.43,2023-10-13
C3711,P238,Category_9,161.53,2023-08-01
C1172,P312,Category_6,174.65,2023-08-30
C2236,P382,Category_1,70.29,2023-07-19
C3613,P311,Category_4,289.86,2023-04-17
C0017,P356,Category_4,174.36,2023-08-25
C1204,P061,Category_4,339.78,2023-09-06
C4544,P090,Category_2,372.02,2023-02-07
C4800,P359,Category_5,294.42,2023-12-14
C1117,P248,Category_9,141.65,2023-11-06
C0229,P366,Category_5,256.76,2023-01-29
C3313,P380,Category_3,129.71,2023-09-20
C2073,P487,Category_1,451.94,2023-07-21
C2381,P091,Category_4,384.36,2023-09-30
C4093,P487,Category_1,249.04,2023-05-07
C2467,P188,Category_8,482.9,2023-12-05
C3622,P478,Category_4,275.64,2023-07-18
C1563,P347,Category_3,167.63,2023-07-07
C4202,P437,Category_2,52.26,2023-08-24
C1581,P050,Category_9,274.15,2023-02-14
C0700,P446,Category_6,430.91,2023-04-21
C2997,P148,Category_4,434.03,2023-11-10
C1478,P161,Category_5,304.26,2023-10-15
C3135,P241,Category_7,199.75,2023-05-21
C2620,P209,Category_4,326.9,2023-05-29
C2559,P115,Category_1,382.26,2023-03-03
C1684,P084,Category_1,208.75,2023-10-02
C0905,P448,Category_7,240.75,2023-07-11
C3164,P040,Category_6,341.91,2023-04-14
C3441,P257,Category_8,438.94,2023-04-06
C1797,P450,Category_9,396.55,2023-05-01
C1191,P319,Category_6,16.08,2023-12-30
C0281,P363,Category_1,66.56,2023-05-30
C3528,P002,Category_1,427.13,2023-09-22
C2400,P198,Category_10,417.74,2023-12-16
C3622,P500,Category_8,197.46,2023-06-02
C0275,P241,Category_7,294.22,2023-03-10
C2358,P417,Category_4,453.39,2023-09-28
C0376,P389,Category_1,456.22,2023-02-25
C4209,P245,Category_4,392.63,2023-11-16
C4956,P248,Category_9,108.75,2023-02-22
C3999,P476,Category_9,366.49,2023-11-06
C0182,P277,Category_10,55.04,2023-05-11
C4563,P042,Category_10,447.5,2023-06-13
C1309,P251,Category_9,78.83,2023-08-20
C0869,P038,Category_7,332.86,2023-07-03
C1329,P253,Category_2,307.07,2023-06-14
C0116,P239,Category_8,389.57,2023-11-21
C1675,P496,Category_8,278.03,2023-08-06
C0679,P436,Category_1,34.49,2023-05-03
C1535,P019,Category_1,354.39,2023-06-05
C0465,P410,Category_4,194.66,2023-07-23
C2048,P397,Category_6,163.54,2023-03-25
C1399,P100,Category_3,495.88,2023-07-18
C1409,P330,Category_5,297.25,2023-09-17
C0783,P329,Category_9,356.81,2023-12-31
C4764,P413,Category_2,265.53,2023-08-22
C4613,P319,Category_6,386.14,2023-02-10
C0856,P405,Category_7,377.28,2023-02-12
C1738,P014,Category_2,330.29,2023-09-01
C1877,P216,Category_10,498.88,2023-07-18
C0738,P409,Category_7,232.6,2023-11-03
C3318,P235,Category_4,354.57,2023-02-26
C4739,P226,Category_7,399.9,2023-10-29
C3536,P403,Category_3,191.14,2023-11-01
C3591,P269,Category_7,231.3,2023-02-04
C3120,P089,Category_5,484.74,2023-07-25
C3111,P251,Category_9,20.98,2023-02-18
C2219,P033,Category_3,170.97,2023-08-10
C4471,P089,Category_5,245.68,2023-07-28
C2979,P298,Category_10,5.73,2023-09-10
C0337,P028,Category_1,450.07,2023-08-16
C1763,P478,Category_4,146.69,2023-03-24
C0910,P415,Category_1,132.56,2023-03-12
C3704,P038,Category_7,411.06,2023-12-08
C1152,P044,Category_1,142.6,2023-07-01
C1011,P396,Category_2,330.52,2023-11-14
C3639,P456,Category_1,411.64,2023-11-30
C0156,P311,Category_4,397.28,2023-07-26
C1260,P235,Category_4,392.07,2023-04-23
C0896,P408,Category_6,48.88,2023-08-08
C3891,P105,Category_10,44.52,2023-05-10
C4649,P318,Category_8,156.85,2023-03-18
C4540,P430,Category_5,22.79,2023-05-13
C1184,P221,Category_4,252.71,2023-09-07
C4257,P213,Category_9,200.42,2023-02-17
C3666,P257,Category_8,280.73,2023-05-24
C0077,P166,Category_2,152.9,2023-06-03
C4440,P179,Category_7,245.45,2023-11-29
C0926,P066,Category_6,170.7,2023-01-09
C3341,P055,Category_4,101.63,2023-03-06
C3093,P263,Category_7,326.44,2023-09-01
C2040,P241,Category_7,338.35,2023-01-07
C0872,P139,Category_1,415.47,2023-05-17
C4115,P234,Category_2,438.0,2023-09-05
C0830,P465,Category_6,353.71,2023-12-25
C3007,P270,Category_9,345.31,2023-11-28
C4980,P382,Category_1,33.05,2023-03-06
C4036,P285,Category_9,59.34,2023-02-20
C1191,P352,Category_3,407.22,2023-07-03
C4882,P260,Category_7,120.31,2023-04-30
C1761,P368,Category_1,181.0,2023-10-16
C4611,P040,Category_6,76.92,2023-10-30
C4027,P455,Category_5,101.6,2023-12-07
C4737,P110,Category_4,388.83,2023-08-03
C4109,P216,Category_10,134.62,2023-05-17
C1301,P061,Category_4,227.27,2023-06-11
C0555,P042,Category_10,80.08,2023-03-10
C3202,P035,Category_6,340.58,2023-01-04
C4815,P375,Category_7,365.49,2023-02-03
C1107,P271,Category_8,184.04,2023-12-31
C1237,P246,Category_2,393.45,2023-09-07
C2583,P194,Category_1,123.75,2023-12-04
C2879,P098,Category_3,347.49,2023-11-07
C4644,P409,Category_7,366.33,2023-10-14
C1744,P500,Category_8,484.49,2023-09-09
C3506,P367,Category_1,120.0,2023-11-17
C3827,P117,Category_3,51.39,2023-03-22
C3454,P387,Category_7,135.2,2023-06-07
C1327,P224,Category_7,65.82,2023-12-05
C3401,P395,Category_4,89.0,2023-08-19
C3626,P109,Category_6,170.39,2023-01-15
C0713,P135,Category_5,209.93,2023-03-10
C1656,P175,Category_3,452.34,2023-12-04
C1121,P249,Category_2,101.83,2023-12-12
C2194,P123,Category_7,486.02,2023-05-25
C0307,P474,Category_7,406.03,2023-08-23
C0594,P359,Category_5,441.33,2023-07-27
C1162,P393,Category_6,465.07,2023-09-06
C3284,P224,Category_7,377.85,2023-05-13
C3939,P271,Category_8,395.45,2023-12-23
C2520,P268,Category_5,221.72,2023-08-11
C0231,P329,Category_9,257.67,2023-06-11
C3145,P129,Category_1,466.58,2023-03-02
C1880,P041,Category_6,192.24,2023-12-29
C0192,P206,Category_6,25.76,2023-07-25
C3223,P467,Category_6,382.56,2023-01-23
C1258,P314,Category_5,288.71,2023-12-26
C4064,P074,Category_3,408.36,2023-11-12
C2488,P171,Category_3,42.4,2023-03-02
C1658,P373,Category_8,312.51,2023-07-01
C3365,P004,Category_4,127.61,2023-11-04
C4850,P027,Category_5,452.12,2023-02-08
C2134,P408,Category_6,59.41,2023-09-24
C0117,P206,Category_6,422.32,2023-10-11
C0588,P030,Category_7,48.83,2023-08-08
C2775,P444,Category_10,17.42,2023-10-31
C2986,P352,Category_3,121.35,2023-01-01
C1672,P329,Category_9,169.86,2023-07-24
C1782,P350,Category_2,315.13,2023-03-17
C3523,P088,Category_7,70.2,2023-04-27
C3890,P166,Category_2,221.48,2023-01-12
C2748,P378,Category_2,106.11,2023-11-20
C2408,P108,Category_7,428.38,2023-03-20
C1515,P369,Category_6,27.26,2023-08-03
C0083,P499,Category_9,181.19,2023-03-23
C3947,P287,Category_3,317.53,2023-05-21
C3188,P484,Category_5,456.98,2023-12-26
C1494,P146,Category_9,434.66,2023-01-29
C3077,P462,Category_6,448.12,2023-12-19
C4233,P105,Category_10,36.11,2023-08-20
C2752,P305,Category_7,421.26,2023-05-13
C2921,P269,Category_7,391.06,2023-09-05
C0446,P409,Category_7,451.7,2023-03-15
C1751,P385,Category_9,159.23,2023-01-10
C3859,P327,Category_9,456.32,2023-02-03
C0353,P384,Category_10,204.31,2023-06-18
C3088,P157,Category_8,318.88,2023-01-22
C0184,P212,Category_4,214.97,2023-08-19
C2503,P055,Category_4,216.69,2023-07-10
C4299,P198,Category_10,275.59,2023-09-11
C2607,P345,Category_5,181.18,2023-03-09
C2351,P372,Category_3,397.4,2023-01-12
C4398,P254,Category_4,318.65,2023-12-26
C2239,P429,Category_2,346.43,2023-02-20
C2590,P387,Category_7,119.36,2023-12-02
C3030,P459,Category_9,484.94,2023-01-09
C3718,P170,Category_9,331.79,2023-09-09
C3398,P133,Category_6,102.61,2023-06-06
C4735,P193,Category_6,376.49,2023-11-17
C2029,P444,Category_10,90.99,2023-10-21
C1497,P050,Category_9,36.38,2023-06-05
C4546,P409,Category_7,266.14,2023-03-03
C4671,P202,Category_1,278.99,2023-06-09
C1362,P435,Category_6,98.54,2023-05-22
C0506,P440,Category_10,177.45,2023-05-25
C1602,P206,Category_6,473.16,2023-07-07
C2383,P382,Category_1,146.08,2023-06-15
C0650,P303,Category_10,82.01,2023-02-08
C3492,P026,Category_10,496.32,2023-01-26
C1451,P363,Category_1,154.64,2023-03-12
C1244,P219,Category_8,341.73,2023-12-15
C2711,P466,Category_10,119.62,2023-12-31
C3457,P253,Category_2,277.31,2023-11-02
C1285,P216,Category_10,196.21,2023-07-12
C1102,P155,Category_10,480.98,2023-04-28
C2278,P462,Category_6,219.24,2023-02-19
C3798,P404,Category_3,294.17,2023-10-06
C0533,P435,Category_6,472.66,2023-06-04
C4284,P347,Category_3,494.67,2023-01-22
C4401,P313,Category_4,55.32,2023-12-27
C3189,P185,Category_6,417.99,2023-11-29
C4575,P196,Category_9,194.15,2023-02-22
C2448,P209,Category_4,299.44,2023-11-10
C1246,P337,Category_3,190.65,2023-03-01
C0631,P435,Category_6,203.55,2023-10-26
C1822,P419,Category_8,83.63,2023-12-15
C3125,P276,Category_1,288.52,2023-08-26
C2969,P246,Category_2,275.62,2023-05-21
C0739,P088,Category_7,98.73,2023-03-30
C4164,P243,Category_5,273.16,2023-08-08
C3979,P007,Category_2,486.69,2023-12-14
C2054,P137,Category_3,358.63,2023-06-07
C3886,P412,Category_3,243.09,2023-02-06
C4414,P199,Category_4,458.46,2023-10-17
C2430,P338,Category_8,289.78,2023-02-02
C1864,P459,Category_9,71.85,2023-11-05
C0425,P131,Category_9,276.02,2023-01-19
C4423,P027,Category_5,94.58,2023-09-17
C3341,P072,Category_2,384.91,2023-09-24
C1897,P163,Category_1,483.75,2023-12-25
C2684,P325,Category_2,183.61,2023-09-04
C0828,P145,Category_5,220.28,2023-04-05
C3825,P017,Category_9,213.64,2023-10-28
C1786,P474,Category_7,146.22,2023-02-12
C4880,P043,Category_5,398.12,2023-04-04
C0524,P078,Category_8,310.78,2023-06-21
C4775,P418,Category_4,36.71,2023-06-21
C1878,P487,Category_1,420.21,2023-06-21
C1757,P322,Category_8,97.61,2023-03-10
C2361,P062,Category_2,489.68,2023-03-26
C3474,P213,Category_9,191.45,2023-07-26
C1457,P490,Category_4,310.14,2023-12-03
C0372,P218,Category_4,43.52,2023-10-15
C2675,P201,Category_2,175.61,2023-07-31
C0356,P432,Category_9,402.17,2023-11-11
C0029,P363,Category_1,241.22,2023-03-19
C4220,P281,Category_1,452.78,2023-06-19
C2489,P036,Category_2,289.69,2023-02-05
C0632,P367,Category_1,464.64,2023-03-02
C1079,P015,Category_4,491.39,2023-02-16
C2939,P018,Category_10,229.68,2023-03-21
C3079,P450,Category_9,284.75,2023-02-16
C2747,P190,Category_4,418.29,2023-05-11
C1240,P238,Category_9,114.66,2023-12-20
C3654,P344,Category_9,431.51,2023-02-16
C2237,P034,Category_4,298.0,2023-01-27
C2553,P470,Category_9,364.12,2023-07-03
C1118,P448,Category_7,44.53,2023-09-24
C4392,P242,Category_3,384.26,2023-07-28
C2378,P375,Category_7,158.84,2023-08-10
C4154,P482,Category_10,403.59,2023-09-19
C0176,P413,Category_2,257.03,2023-11-13
C0208,P363,Category_1,140.93,2023-12-16
C2067,P476,Category_9,476.62,2023-11-16
C2625,P080,Category_5,383.71,2023-07-14
C0227,P172,Category_3,492.91,2023-12-27
C0896,P497,Category_8,185.41,2023-09-14
C3023,P426,Category_7,326.36,2023-05-31
C3150,P142,Category_3,307.74,2023-02-18
C1655,P249,Category_2,345.34,2023-03-16
C4582,P055,Category_4,23.97,2023-02-24
C1046,P086,Category_1,149.4,2023-04-17
C0637,P156,Category_6,455.12,2023-05-15
C4576,P274,Category_5,214.79,2023-07-27
C1876,P213,Category_9,480.52,2023-08-05
C4131,P017,Category_9,110.68,2023-03-31
C4984,P163,Category_1,498.72,2023-07-08
C2195,P472,Category_7,350.3,2023-10-06
C2814,P387,Category_7,389.31,2023-10-16
C4886,P229,Category_1,201.45,2023-06-18
C1510,P439,Category_3,453.97,2023-07-30
C2840,P448,Category_7,275.0,2023-09-08
C0312,P422,Category_4,342.06,2023-01-30
C2838,P211,Category_8,51.93,2023-03-13
C4291,P359,Category_5,317.68,2023-05-29
C2325,P442,Category_1,440.14,2023-04-09
C1197,P319,Category_6,93.25,2023-11-25
C0267,P364,Category_2,370.17,2023-10-05
C0722,P362,Category_5,17.57,2023-02-17
C3491,P023,Category_7,463.47,2023-11-01
C3367,P092,Category_10,491.54,2023-11-11
C2017,P290,Category_2,180.32,2023-06-17
C3553,P047,Category_2,58.0,2023-04-10
C3131,P048,Category_7,331.0,2023-06-16
C0838,P005,Category_4,19.77,2023-01-04
C1668,P254,Category_4,243.83,2023-05-13
C4685,P352,Category_3,139.53,2023-03-17
C1017,P409,Category_7,239.3,2023-03-18
C0074,P318,Category_8,14.05,2023-08-03
C4200,P399,Category_7,30.55,2023-07-17
C0299,P026,Category_10,12.91,2023-12-22
C4065,P239,Category_8,311.47,2023-12-17
C2687,P229,Category_1,282.25,2023-02-17
C2965,P186,Category_8,120.41,2023-06-19
C3160,P071,Category_5,325.09,2023-12-20
C1544,P295,Category_4,442.68,2023-12-17
C2327,P255,Category_3,142.27,2023-08-02
C2529,P458,Category_1,416.84,2023-07-29
C0516,P378,Category_2,332.94,2023-05-25
C2763,P234,Category_2,21.74,2023-09-19
C3065,P318,Category_8,190.7,2023-12-24
C0057,P297,Category_2,256.34,2023-06-22
C0984,P309,Category_6,367.19,2023-10-09
C0238,P301,Category_10,147.13,2023-06-10
C4887,P317,Category_5,491.45,2023-02-01
C2935,P193,Category_6,343.85,2023-01-10
C1763,P421,Category_5,189.54,2023-03-07
C3193,P430,Category_5,53.03,2023-07-27
C1098,P373,Category_8,94.78,2023-12-22
C2787,P376,Category_9,246.37,2023-02-19
C0449,P120,Category_10,249.87,2023-02-19
C2984,P437,Category_2,385.02,2023-05-08
C0207,P261,Category_1,364.46,2023-08-28
C0275,P123,Category_7,104.63,2023-04-27
C0007,P435,Category_6,299.5,2023-03-25
C2264,P211,Category_8,15.21,2023-09-05
C3936,P215,Category_10,202.28,2023-12-07
C3441,P284,Category_8,383.23,2023-12-01
C4547,P472,Category_7,202.76,2023-08-17
C0044,P218,Category_4,418.62,2023-05-31
C0736,P029,Category_3,488.2,2023-09-18
C0438,P319,Category_6,305.57,2023-12-05
C0544,P004,Category_4,76.78,2023-08-29
C1279,P460,Category_9,192.94,2023-10-16
C3555,P254,Category_4,9.69,2023-03-29
C1442,P146,Category_9,303.35,2023-09-27
C2775,P180,Category_4,411.68,2023-03-01
C2796,P433,Category_7,316.82,2023-11-20
C3671,P019,Category_1,394.11,2023-04-14
C2116,P104,Category_5,400.95,2023-05-25
C4698,P048,Category_7,426.25,2023-08-13
C0629,P340,Category_5,137.0,2023-01-26
C0433,P120,Category_10,436.28,2023-12-01
C2808,P419,Category_8,328.78,2023-09-10
C0335,P172,Category_3,148.41,2023-10-01
C1860,P335,Category_6,493.71,2023-04-23
C2524,P429,Category_2,475.34,2023-10-31
C2301,P126,Category_9,289.35,2023-11-17
C3996,P146,Category_9,422.39,2023-09-09
C3071,P031,Category_6,134.44,2023-08-08
C1705,P206,Category_6,210.94,2023-10-13
C2762,P107,Category_10,96.07,2023-10-16
C1508,P260,Category_7,262.45,2023-07-24
C1680,P193,Category_6,250.52,2023-10-26
C1905,P129,Category_1,110.34,2023-12-12
C0656,P498,Category_4,338.04,2023-02-02
C2981,P071,Category_5,63.31,2023-07-02
C3429,P138,Category_8,35.54,2023-02-21
C3272,P182,Category_4,195.53,2023-01-26
C3535,P487,Category_1,207.86,2023-06-01
C1733,P362,Category_5,163.27,2023-04-27
C0212,P177,Category_9,132.68,2023-06-01
C0500,P385,Category_9,172.69,2023-07-26
C4670,P218,Category_4,85.87,2023-07-09
C0819,P142,Category_3,204.71,2023-09-19
C1154,P198,Category_10,452.78,2023-10-13
C1446,P234,Category_2,116.09,2023-03-14
C2778,P209,Category_4,343.8,2023-05-07
C2030,P019,Category_1,75.18,2023-02-01
C4762,P414,Category_7,180.18,2023-11-21
C1212,P457,Category_7,163.98,2023-12-16
C1271,P143,Category_9,468.83,2023-02-07
C0749,P243,Category_5,216.85,2023-08-31
C0969,P189,Category_2,346.78,2023-06-30
C1573,P220,Category_7,303.22,2023-09-09
C1984,P058,Category_4,74.81,2023-12-29
C3961,P407,Category_3,470.07,2023-05-29
C1285,P403,Category_3,176.21,2023-02-03
C0854,P176,Category_5,27.16,2023-03-09
C0838,P393,Category_6,153.72,2023-12-22
C4754,P473,Category_6,171.14,2023-11-17
C1303,P420,Category_6,50.91,2023-08-10
C4928,P454,Category_4,311.89,2023-05-02
C3440,P004,Category_4,176.65,2023-10-23
C4814,P254,Category_4,316.42,2023-01-21
C3851,P098,Category_3,8.34,2023-11-12
C3039,P187,Category_9,491.11,2023-02-21
C1906,P048,Category_7,89.41,2023-01-13
C1971,P323,Category_10,331.37,2023-10-19
C4412,P220,Category_7,359.31,2023-10-05
C4263,P481,Category_3,89.95,2023-08-08
C1594,P171,Category_3,60.3,2023-11-01
C2417,P052,Category_10,80.53,2023-03-14
C1846,P005,Category_4,127.18,2023-12-10
C3870,P445,Category_7,88.27,2023-07-02
C3104,P389,Category_1,338.63,2023-08-19
C2472,P161,Category_5,213.31,2023-05-08
C3814,P486,Category_9,271.21,2023-09-08
C0296,P312,Category_6,28.43,2023-07-22
C2078,P080,Category_5,431.32,2023-03-11
C3008,P212,Category_4,89.43,2023-04-17
C4164,P398,Category_9,183.28,2023-07-06
C0557,P223,Category_2,40.59,2023-01-15
C1625,P057,Category_1,72.71,2023-03-21
C0522,P398,Category_9,334.57,2023-11-13
C0666,P154,Category_1,347.83,2023-05-16
C1085,P378,Category_2,340.1,2023-04-09
C4433,P473,Category_6,278.31,2023-02-10
C2554,P170,Category_9,476.5,2023-05-22
C0465,P126,Category_9,256.05,2023-03-12
C3907,P366,Category_5,227.46,2023-05-20
C0841,P176,Category_5,127.54,2023-05-11
C3549,P129,Category_1,53.93,2023-04-04
C1272,P187,Category_9,276.34,2023-07-09
C4655,P072,Category_2,160.87,2023-03-11
C4091,P038,Category_7,264.39,2023-11-16
C1502,P500,Category_8,107.03,2023-11-19
C0078,P241,Category_7,419.9,2023-06-04
C2252,P041,Category_6,499.85,2023-12-10
C0865,P151,Category_3,164.59,2023-12-12
C4244,P198,Category_10,421.95,2023-03-25
C4983,P423,Category_4,437.13,2023-12-09
C3989,P261,Category_1,498.06,2023-04-07
C1075,P327,Category_9,174.65,2023-09-16
C2341,P166,Category_2,379.24,2023-04-09
C4267,P060,Category_2,118.26,2023-03-26
C4688,P379,Category_2,314.27,2023-03-05
C3556,P223,Category_2,353.9,2023-01-30
C2208,P357,Category_6,371.85,2023-01-07
C0225,P378,Category_2,107.55,2023-10-24
C4566,P300,Category_10,425.12,2023-04-26
C3465,P278,Category_9,213.38,2023-08-18
C0344,P034,Category_4,112.1,2023-08-29
C1187,P039,Category_2,273.55,2023-07-08
C0712,P273,Category_4,432.36,2023-05-16
C3819,P493,Category_10,483.71,2023-05-25
C2122,P408,Category_6,375.36,2023-01-22
C0509,P031,Category_6,7.78,2023-06-12
C2078,P352,Category_3,71.68,2023-05-08
C0739,P499,Category_9,42.76,2023-12-10
C1326,P066,Category_6,55.1,2023-03-25
C3420,P154,Category_1,194.6,2023-10-26
C1522,P114,Category_2,172.55,2023-03-21
C3623,P085,Category_4,61.27,2023-06-02
C2525,P399,Category_7,441.71,2023-12-18
C2941,P448,Category_7,309.64,2023-01-18
C1817,P258,Category_8,399.25,2023-10-23
C1711,P156,Category_6,188.92,2023-09-04
C3477,P335,Category_6,208.07,2023-05-24
C4790,P165,Category_10,162.22,2023-04-04
C1537,P078,Category_8,222.02,2023-06-13
C1633,P373,Category_8,307.14,2023-08-31
C3895,P331,Category_3,249.03,2023-06-01
C1480,P081,Category_9,419.77,2023-11-24
C3369,P389,Category_1,450.57,2023-08-15
C0518,P195,Category_10,237.49,2023-05-28
C4493,P131,Category_9,123.68,2023-05-04
C2818,P063,Category_7,472.87,2023-05-27
C2944,P467,Category_6,368.84,2023-05-27
C3315,P069,Category_6,321.86,2023-07-19
C0328,P166,Category_2,373.98,2023-06-25
C1875,P258,Category_8,42.61,2023-07-05
C2909,P180,Category_4,38.48,2023-10-05
C4098,P174,Category_9,80.79,2023-10-20
C4830,P051,Category_5,77.99,2023-11-22
C4337,P290,Category_2,213.23,2023-02-01
C1801,P477,Category_3,82.92,2023-05-18
C3865,P236,Category_4,427.99,2023-12-17
C2065,P141,Category_9,291.16,2023-11-12
C4729,P179,Category_7,187.29,2023-10-12
C2740,P109,Category_6,39.46,2023-12-27
C4979,P389,Category_1,297.56,2023-02-23
C1014,P386,Category_3,62.68,2023-02-05
C1828,P449,Category_10,372.89,2023-01-28
C4366,P420,Category_6,402.37,2023-04-17
C1187,P378,Category_2,274.27,2023-02-11
C1527,P054,Category_10,79.05,2023-08-07
C0830,P458,Category_1,394.5,2023-11-28
C3707,P215,Category_10,157.37,2023-03-13
C2921,P485,Category_7,115.21,2023-02-16
C4708,P234,Category_2,237.93,2023-04-16
C0819,P328,Category_4,461.71,2023-01-16
C1213,P407,Category_3,152.2,2023-11-23
C4925,P265,Category_7,453.26,2023-11-22
C2036,P112,Category_9,31.56,2023-02-18
C1176,P224,Category_7,46.34,2023-06-16
C1158,P335,Category_6,350.79,2023-09-14
C0783,P001,Category_2,99.34,2023-01-29
C3642,P146,Category_9,161.73,2023-11-09
C4477,P281,Category_1,72.5,2023-12-05
C4411,P246,Category_2,169.46,2023-02-08
C0079,P183,Category_5,143.83,2023-05-11
C4284,P150,Category_6,369.49,2023-01-19
C2245,P402,Category_4,352.5,2023-05-06
C4556,P451,Category_2,477.69,2023-01-28
C0470,P278,Category_9,363.59,2023-07-14
C3352,P211,Category_8,348.93,2023-06-19
C4253,P489,Category_5,348.63,2023-12-02
C0633,P162,Category_4,442.07,2023-04-17
C2033,P488,Category_5,151.64,2023-07-13
C1276,P075,Category_9,153.55,2023-05-04
C1974,P479,Category_7,371.9,2023-11-11
C1728,P198,Category_10,118.21,2023-05-22
C3518,P294,Category_2,456.45,2023-06-28
C2192,P291,Category_3,269.72,2023-12-15
C2547,P221,Category_4,153.56,2023-07-04
C4613,P464,Category_2,389.17,2023-03-15
C0124,P186,Category_8,159.6,2023-06-03
C4285,P286,Category_9,481.82,2023-09-26
C2968,P027,Category_5,491.58,2023-08-28
C1740,P077,Category_3,335.06,2023-07-08
C3796,P308,Category_9,61.25,2023-02-14
C3349,P095,Category_8,135.29,2023-12-05
C0467,P445,Category_7,260.13,2023-09-04
C3905,P085,Category_4,426.47,2023-08-01
C4965,P066,Category_6,96.52,2023-07-06
C1528,P108,Category_7,56.68,2023-03-08
C0326,P309,Category_6,41.87,2023-11-10
C3317,P214,Category_3,255.95,2023-03-16
C3704,P457,Category_7,442.93,2023-03-10
C2786,P405,Category_7,25.97,2023-01-18
C3989,P006,Category_3,110.1,2023-02-05
C1109,P396,Category_2,348.16,2023-01-20
C0103,P437,Category_2,413.8,2023-10-09
C2329,P024,Category_4,404.66,2023-09-01
C2993,P480,Category_7,393.61,2023-09-23
C4193,P083,Category_6,69.25,2023-03-08
C1194,P246,Category_2,201.63,2023-03-07
C2560,P263,Category_7,492.45,2023-06-14
C4856,P316,Category_3,494.5,2023-04-25
C0519,P254,Category_4,303.2,2023-09-21
C2740,P259,Category_4,356.09,2023-08-30
C4138,P422,Category_4,475.89,2023-12-05
C3961,P106,Category_7,227.71,2023-05-20
C0436,P180,Category_4,72.75,2023-04-30
C4425,P203,Category_4,336.13,2023-09-03
C3312,P225,Category_6,480.25,2023-08-22
C0100,P347,Category_3,350.12,2023-04-07
C3939,P456,Category_1,402.64,2023-11-19
C1555,P227,Category_7,214.26,2023-10-17
C3317,P480,Category_7,52.75,2023-09-01
C1160,P285,Category_9,88.6,2023-01-21
C1663,P210,Category_5,491.41,2023-08-15
C1004,P364,Category_2,249.13,2023-10-22
C4725,P296,Category_7,10.95,2023-05-09
C3311,P380,Category_3,477.91,2023-07-09
C0271,P046,Category_9,251.4,2023-04-06
C1583,P173,Category_8,418.95,2023-09-05
C4312,P075,Category_9,276.49,2023-03-31
C1614,P328,Category_4,55.34,2023-11-12
C2227,P499,Category_9,309.71,2023-11-10
C3777,P479,Category_7,498.71,2023-01-19
C4442,P113,Category_8,22.2,2023-06-06
C0400,P223,Category_2,421.69,2023-03-19
C3081,P073,Category_10,121.56,2023-11-16
C3020,P347,Category_3,199.96,2023-04-29
C3248,P160,Category_6,189.49,2023-06-08
C0600,P139,Category_1,449.9,2023-10-03
C3881,P407,Category_3,254.72,2023-09-08
C3606,P478,Category_4,226.35,2023-11-21
C2403,P174,Category_9,409.92,2023-10-19
C4639,P142,Category_3,29.21,2023-03-04
C4107,P275,Category_4,47.8,2023-04-27
C3106,P264,Category_1,15.74,2023-01-03
C4438,P298,Category_10,345.55,2023-09-27
C4293,P469,Category_5,265.18,2023-12-27
C0507,P301,Category_10,438.63,2023-04-09
C1362,P011,Category_7,251.77,2023-08-13
C4903,P200,Category_1,114.8,2023-05-26
C2396,P371,Category_5,403.55,2023-09-27
C0533,P244,Category_8,150.69,2023-07-01
C2908,P492,Category_10,468.17,2023-03-08
